sample_id,dataset,filepath,error
FSD50K_028900,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383635.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383635.wav
FSD50K_028901,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383636.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383636.wav
FSD50K_028902,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354329.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354329.wav
FSD50K_028903,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383637.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383637.wav
FSD50K_028904,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354330.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354330.wav
FSD50K_028905,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383638.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383638.wav
FSD50K_028906,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354331.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354331.wav
FSD50K_028907,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383639.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383639.wav
FSD50K_028908,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383640.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383640.wav
FSD50K_028909,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383641.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383641.wav
FSD50K_028910,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354334.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354334.wav
FSD50K_028911,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383642.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383642.wav
FSD50K_028912,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354335.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354335.wav
FSD50K_028913,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383643.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383643.wav
FSD50K_028914,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383644.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383644.wav
FSD50K_028915,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354336.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354336.wav
FSD50K_028916,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383645.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383645.wav
FSD50K_028917,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383646.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383646.wav
FSD50K_028918,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\152557.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\152557.wav
FSD50K_028919,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383647.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383647.wav
FSD50K_028920,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354339.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354339.wav
FSD50K_028921,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383648.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383648.wav
FSD50K_028922,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373751.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373751.wav
FSD50K_028923,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373752.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373752.wav
FSD50K_028924,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373755.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373755.wav
FSD50K_028925,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354341.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354341.wav
FSD50K_028926,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383649.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383649.wav
FSD50K_028927,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373760.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373760.wav
FSD50K_028928,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\354342.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\354342.wav
FSD50K_028929,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383650.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383650.wav
FSD50K_028930,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383651.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383651.wav
FSD50K_028931,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373769.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373769.wav
FSD50K_028932,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373778.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373778.wav
FSD50K_028933,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373783.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373783.wav
FSD50K_028934,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373784.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373784.wav
FSD50K_028935,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373785.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373785.wav
FSD50K_028936,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373790.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373790.wav
FSD50K_028937,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373792.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373792.wav
FSD50K_028938,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373796.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373796.wav
FSD50K_028939,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373798.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373798.wav
FSD50K_028940,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373889.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373889.wav
FSD50K_028941,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373803.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373803.wav
FSD50K_028942,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373806.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373806.wav
FSD50K_028943,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373807.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373807.wav
FSD50K_028944,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373811.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373811.wav
FSD50K_028945,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373812.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373812.wav
FSD50K_028946,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373813.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373813.wav
FSD50K_028947,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373891.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373891.wav
FSD50K_028948,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373817.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373817.wav
FSD50K_028949,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373892.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373892.wav
FSD50K_028950,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373818.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373818.wav
FSD50K_028951,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373820.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373820.wav
FSD50K_028952,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383662.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383662.wav
FSD50K_028953,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373825.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373825.wav
FSD50K_028954,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373826.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373826.wav
FSD50K_028955,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373827.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373827.wav
FSD50K_028956,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383663.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383663.wav
FSD50K_028957,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383664.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383664.wav
FSD50K_028958,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373834.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373834.wav
FSD50K_028959,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373835.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373835.wav
FSD50K_028960,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383665.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383665.wav
FSD50K_028961,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373838.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373838.wav
FSD50K_028962,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373839.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373839.wav
FSD50K_028963,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373840.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373840.wav
FSD50K_028964,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383666.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383666.wav
FSD50K_028965,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373844.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373844.wav
FSD50K_028966,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383667.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383667.wav
FSD50K_028967,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373849.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373849.wav
FSD50K_028968,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383668.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383668.wav
FSD50K_028969,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373854.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373854.wav
FSD50K_028970,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383669.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383669.wav
FSD50K_028971,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373860.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373860.wav
FSD50K_028972,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383670.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383670.wav
FSD50K_028973,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373865.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373865.wav
FSD50K_028974,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373866.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373866.wav
FSD50K_028975,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373867.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373867.wav
FSD50K_028976,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373868.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373868.wav
FSD50K_028977,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373869.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373869.wav
FSD50K_028978,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373870.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373870.wav
FSD50K_028979,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373871.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373871.wav
FSD50K_028980,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373872.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373872.wav
FSD50K_028981,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373873.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373873.wav
FSD50K_028982,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373874.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373874.wav
FSD50K_028983,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373875.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373875.wav
FSD50K_028984,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373876.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373876.wav
FSD50K_028985,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373877.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373877.wav
FSD50K_028986,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373878.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373878.wav
FSD50K_028987,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373879.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373879.wav
FSD50K_028988,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373880.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373880.wav
FSD50K_028989,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373881.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373881.wav
FSD50K_028990,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\54390.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\54390.wav
FSD50K_028991,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373883.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373883.wav
FSD50K_028992,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373884.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373884.wav
FSD50K_028993,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\54395.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\54395.wav
FSD50K_028994,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373882.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373882.wav
FSD50K_028995,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\54399.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\54399.wav
FSD50K_028996,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373885.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373885.wav
FSD50K_028997,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373887.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373887.wav
FSD50K_028998,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\54398.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\54398.wav
FSD50K_028999,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373890.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373890.wav
FSD50K_029000,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373886.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373886.wav
FSD50K_029001,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373888.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373888.wav
FSD50K_029002,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373894.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373894.wav
FSD50K_029003,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373895.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373895.wav
FSD50K_029004,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373896.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373896.wav
FSD50K_029005,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373897.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373897.wav
FSD50K_029006,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373898.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373898.wav
FSD50K_029007,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373899.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373899.wav
FSD50K_029008,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373900.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373900.wav
FSD50K_029009,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373901.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373901.wav
FSD50K_029010,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373893.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373893.wav
FSD50K_029011,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373902.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373902.wav
FSD50K_029012,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373904.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373904.wav
FSD50K_029013,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373905.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373905.wav
FSD50K_029014,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373906.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373906.wav
FSD50K_029015,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373907.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373907.wav
FSD50K_029016,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373908.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373908.wav
FSD50K_029017,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\373903.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\373903.wav
FSD50K_029018,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383679.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383679.wav
FSD50K_029019,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383680.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383680.wav
FSD50K_029020,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383681.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383681.wav
FSD50K_029021,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383682.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383682.wav
FSD50K_029022,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383683.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383683.wav
FSD50K_029023,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383684.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383684.wav
FSD50K_029024,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383685.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383685.wav
FSD50K_029025,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383686.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383686.wav
FSD50K_029026,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383687.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383687.wav
FSD50K_029027,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383688.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383688.wav
FSD50K_029028,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383689.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383689.wav
FSD50K_029029,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383690.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383690.wav
FSD50K_029030,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383691.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383691.wav
FSD50K_029031,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383692.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383692.wav
FSD50K_029032,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383693.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383693.wav
FSD50K_029033,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383694.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383694.wav
FSD50K_029034,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383695.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383695.wav
FSD50K_029035,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383696.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383696.wav
FSD50K_029036,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383697.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383697.wav
FSD50K_029037,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383698.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383698.wav
FSD50K_029038,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383699.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383699.wav
FSD50K_029039,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383700.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383700.wav
FSD50K_029040,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383701.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383701.wav
FSD50K_029041,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383702.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383702.wav
FSD50K_029042,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383703.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383703.wav
FSD50K_029043,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383704.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383704.wav
FSD50K_029044,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383705.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383705.wav
FSD50K_029045,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383706.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383706.wav
FSD50K_029046,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383707.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383707.wav
FSD50K_029047,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\383708.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\383708.wav
FSD50K_029048,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\46425.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\46425.wav
FSD50K_029049,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\46426.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\46426.wav
FSD50K_029050,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\46430.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\46430.wav
FSD50K_029051,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\46431.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\46431.wav
FSD50K_029052,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\30139.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\30139.wav
FSD50K_029053,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\30145.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\30145.wav
FSD50K_029054,FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\415193.wav,Unable to read audio file: datasets\FSD50K\Extracted\FSD50K.dev_audio\415193.wav
