dataset,filepath,filename,original_label,split,fold,metadata
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\250051.wav,250051.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\250052.wav,250052.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\256210.wav,256210.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\256211.wav,256211.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\26834.wav,26834.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\102623.wav,102623.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\162022.wav,162022.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\254186.wav,254186.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\106744.wav,106744.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178435.wav,178435.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178437.wav,178437.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178439.wav,178439.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178440.wav,178440.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178441.wav,178441.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\366862.wav,366862.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\223505.wav,223505.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\223506.wav,223506.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188693.wav,188693.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188694.wav,188694.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188695.wav,188695.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\332073.wav,332073.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\414008.wav,414008.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\223562.wav,223562.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\241998.wav,241998.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\242000.wav,242000.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\26974.wav,26974.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188770.wav,188770.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\344424.wav,344424.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178537.wav,178537.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\96637.wav,96637.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\317851.wav,317851.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188828.wav,188828.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59805.wav,59805.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59806.wav,59806.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\59807.wav,59807.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\135584.wav,135584.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\364974.wav,364974.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\217527.wav,217527.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\426425.wav,426425.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\98746.wav,98746.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\80341.wav,80341.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\152025.wav,152025.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\80345.wav,80345.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\80355.wav,80355.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\389604.wav,389604.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\125420.wav,125420.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\367087.wav,367087.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\207352.wav,207352.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\211451.wav,211451.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\328188.wav,328188.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188930.wav,188930.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\188931.wav,188931.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\268805.wav,268805.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\135691.wav,135691.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\315919.wav,315919.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\137774.wav,137774.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\432689.wav,432689.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\426548.wav,426548.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\426549.wav,426549.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\164404.wav,164404.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\31299.wav,31299.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\182857.wav,182857.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\170573.wav,170573.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\346711.wav,346711.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\316001.wav,316001.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\326252.wav,326252.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\275053.wav,275053.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\268916.wav,268916.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\268917.wav,268917.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\426615.wav,426615.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\41596.wav,41596.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178817.wav,178817.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178819.wav,178819.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178820.wav,178820.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178821.wav,178821.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\98950.wav,98950.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\178823.wav,178823.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\266891.wav,266891.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\45720.wav,45720.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\45721.wav,45721.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66210.wav,66210.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\371369.wav,371369.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\133813.wav,133813.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\352958.wav,352958.wav,"['Telephone', 'Typing', 'Alarm', 'Domestic_sounds_and_home_sounds']",train,,"{'mids': '/m/07cx4,/m/0316dw,/m/07pp_mv,/t/dd00071'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\361153.wav,361153.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\361154.wav,361154.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\62164.wav,62164.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\144084.wav,144084.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\94933.wav,94933.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\62167.wav,62167.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\176859.wav,176859.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\158427.wav,158427.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\78565.wav,78565.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66288.wav,66288.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\82673.wav,82673.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66289.wav,66289.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66290.wav,66290.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66291.wav,66291.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66292.wav,66292.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66293.wav,66293.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66294.wav,66294.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66295.wav,66295.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422649.wav,422649.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66296.wav,66296.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\422651.wav,422651.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66297.wav,66297.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66298.wav,66298.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66300.wav,66300.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\262911.wav,262911.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66303.wav,66303.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66301.wav,66301.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66302.wav,66302.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\66299.wav,66299.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\414471.wav,414471.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\414472.wav,414472.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\215818.wav,215818.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\215819.wav,215819.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\215820.wav,215820.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\215821.wav,215821.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\215822.wav,215822.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\68381.wav,68381.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\271152.wav,271152.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\138042.wav,138042.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\273213.wav,273213.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\179012.wav,179012.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\242502.wav,242502.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\164690.wav,164690.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\197472.wav,197472.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\144236.wav,144236.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\265080.wav,265080.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\265083.wav,265083.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\265085.wav,265085.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\265088.wav,265088.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\156546.wav,156546.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\25480.wav,25480.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\95112.wav,95112.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\95114.wav,95114.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\7056.wav,7056.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\121750.wav,121750.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\121754.wav,121754.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\349084.wav,349084.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\121756.wav,121756.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\121758.wav,121758.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\121759.wav,121759.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\158621.wav,158621.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\175039.wav,175039.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\267199.wav,267199.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\273345.wav,273345.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\273344.wav,273344.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\273348.wav,273348.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\273349.wav,273349.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\103391.wav,103391.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
FSD50K,datasets\FSD50K\Extracted\FSD50K.dev_audio\365539.wav,365539.wav,"['Telephone', 'Alarm']",train,,"{'mids': '/m/07cx4,/m/07pp_mv'}"
